연번,보고서명,유적사업명,발간기관,제출일,조사시도,조사시군구,주소,조사면적,조사기간,유적성격,시대
602,장흥 내안리 내동고분,장흥 내안리 내동고분,(재)대한문화재연구원,2017-11-02,전남,장흥군, ,,,,
603,국가사적 제412호 제주 고산리 유적 문화재 발굴조사 보고서-제주 고산리 유적Ⅳ-,제주시 한경면 고산리 3627번지 고산리 유적(1구역),(재)제주문화유산연구원,2017-11-02,제주,제주시, ,,,,
604,고령 지산리 2-4유적,고령 지산리 2-4번지 건물신축부지내 매장문화재 시굴조사,(재)대동문화재연구원,2017-11-03,경북,고령군, ,,,,
605,천안 삼태리유적,천안 태학산 자연휴양림 오토캠핑장 진입도로 부지 내 유적,(재)가경고고학연구소,2017-11-03,충남,천안시, ,,,,
606,포항 흥곡리 614-18번지 유적,포항 흥곡리(리도202) 도로확포장공사부지 내 유적 (흥곡리 고분군3),경북문화재단 문화재연구원,2017-11-06,경북,포항시, ,,,,
607,청주 아이엠재활병원 신축공사 부지 내 청주 모충동 95-3번지 유적,청주 아이엠 재활병원 신축공사부지 내 유적,(재)호서문화유산연구원,2017-11-07,충북,청주시, ,,,,
608,김천 문무지구 소규모 용수개발사업부지내 金泉 文武里 山26-2番地 遺蹟,김천 문무지구 소규모 용수개발사업부지내 유적,(재)세종문화재연구원,2017-11-08,경북,김천시, ,,,,
609,대구 달서구 상인동 332-4번지 공동주택부지 내 大邱 上仁洞 332-4番地 遺蹟,대구시 달서구 상인동 332-4번지 문화유적 발(시)굴조사,(재)홍익문화재연구원,2017-11-08,대구,달서구, ,,,,
610,부여 구교리 구드래 일원 백제 건물·도로·빙고 유적,부여 구드래 일원(명승 제 63호)매장문화재 발굴조사,(재)백제역사문화연구원,2017-11-09,충남,부여군, ,,,,
611,김천 감천면 광기리 396-2번지 일원 공장증축부지내 金泉 光基里 396-2番地 遺蹟,김천 광기리 396-2번지 공장신축부지 유적,(재)세종문화재연구원,2017-11-09,경북,김천시, ,,,,
612,창녕 명리 고분군,창녕 명리(371-1) 근린생활시설 신축부지 내 유적,(재)두류문화연구원,2017-11-09,경남,창녕군, ,,,,
613,창녕 계성리 고분군,창녕 계성리 주택신축 부지 내 유적,(재)두류문화연구원,2017-11-10,경남,김해시, ,,,,
614,창녕 계성리 고분군,창녕 계성리 근린시설 신축부지 내 유적,(재)두류문화연구원,2017-11-10,경남,창녕군, ,,,,
615,칠곡 금산리 산41번지 유적,칠곡 왜관읍 금산리 산41번지 공장신축부지 내 유적 정밀발굴조사,(재)한국문화재연구원,2017-11-13,경북,칠곡군, ,,,,
616,울주 교동리 990-18번지 유적,울산 울주 삼남면 교동리 990-18번지 일원 공동주택신축부지 내 유적,(재)가람문화재연구원,2017-11-13,울산,울주군, ,,,,
617,장흥 월송리 1호 백자요지,장흥 월송리 백자요지,(재)동서종합문화재연구원,2017-11-13,전남,장흥군, ,,,,
618,나주 오량동 요지Ⅲ-7~8차 발굴조사보고서,나주 오량동 요지(8차),국립나주문화재연구소,2017-11-13,전남,나주시, ,,,,
619,부여 구교리 130번지 일원 조선 빙고 유적,부여 나성(서나성) 시굴조사,(재)백제역사문화연구원,2017-11-14,충남,부여군, ,,,,
620,남한산성 수구문,광주 남한산성 수구문 주변 성벽 발굴조사,경기문화재단경기문화재연구원,2017-11-14,경기,광주시, ,,,,
621,용인 지곡동 산11-6번지 일원 유적,용인 지곡동 산11-6번지 일원 공장부지 내 유적,(재)서경문화재연구원,2017-11-15,경기,용인시, ,,,,
622,강릉 담산동.운산동 유적,강릉 원주~강릉 철도건설 부지 내(11-2공구) 유적,(재)기호문화재연구원,2017-11-15,강원,강릉시, ,,,,
623,진도읍성 시굴조사 보고서,진도읍성,(재)전남문화재연구원,2017-11-15,전남,진도군, ,,,,
624,나주 오량동 요지Ⅲ - 7~8차 발굴조사보고서,나주 오량동 요지(7 차),국립나주문화재연구소,2017-11-16,전남,나주시, ,,,,
625,춘천 천전리 100-25 근린생활시설부지 내 유적 발굴조사 보고서,춘천 천전리 100-25 근린생활시설부지내 유적,(재)국강고고학연구소,2017-11-16,강원,춘천시, ,,,,
626,괴산 광덕리유적,국립괴산호국원 조성사업 부지 내 유적,(재)동서문물연구원,2017-11-17,충북,괴산군, ,,,,
627,경산 한의대~삼성현역사공원간 도로(대로1-5) 개설공사부지 내 경산 여천동 산4-10번지유적,경산 한의대-삼성현역사공원간 도로(대로1-5) 개설공사부지 내 유적,(재)영남문화재연구원,2017-11-17,경북,경산시, ,,,,
628,"경산 자인면 교촌리 283,284번지 건물신축부지 내 경산 교촌리 283,284번지 유적","경산시 자인면 교촌리 283,284번지 내 유적",(재)홍익문화재연구원,2017-11-17,경북,경산시, ,,,,
629,춘천 장학리Ⅳ 유적,춘천 장학리 684번지 일원 근린생활부지 내 유적,(재)강원문화재연구소,2017-11-17,강원,춘천시, ,,,,
630,서울 돈의문 박물관마을 유적,서울 종로구 돈의문 박물관마을 조성사업부지 내  유적,(재)한울문화재연구원,2017-11-17,서울,종로구, ,,,,
631,세종 서창리유적,조치원 서북부 도시개발사업 부지 내 매장문화재 시굴조사,(재)한국고고환경연구소,2017-11-20,세종,전역, ,,,,
632,세종 서창리유적,세종 조치원 서북부 도시개발사업 부지 내 문화재 발굴조사,(재)한국고고환경연구소,2017-11-20,세종,전역, ,,,,
633,광주 남한산성 외성(봉암성)수구 권역 유적,남한산성 외성(봉암성) 수구 권역 내 유적,(재)한강문화재연구원,2017-11-22,경기,광주시, ,,,,
634,양산 순지리 지경고개유적,양산 순지리 근린시설 신축부지 내 유적,(재)동양문물연구원,2017-11-22,경남,양산시, ,,,,
635,성주 법수사지Ⅰ,성주 법수사지,(재)대한문화재연구원,2017-11-22,경북,성주군, ,,,,
636,안성 도기동 산18번지 유적,안성 도기동 산18번지 일원 제1종 근린생활시설 조성부지 문화재 발굴조사,(재)누리고고학연구소,2017-11-23,경기,안성시, ,,,,
637,서울 중구 세종대로12길 10 복합시설 신축부지내 유적,서울 중구 세종대로12길 10 복합시설 신축부지 내 유적,(재)국방문화재연구원,2017-11-23,서울,중구, ,,,,
638,제주 고산리 유적 Ⅱ(2구역-2차),제주시 한경면 고산리 3401-8번지 고산리 유적(2구역),(재)제주고고학연구소,2017-11-23,제주,제주시, ,,,,
639,무안 목서리 476-3번지 유적,무안 영산강 3-1공구 농촌용수개발사업부지 내 유적,(재)겨레문화유산연구원,2017-11-23,전남,무안군, ,,,,
640,경주 제내리 산54-4번지 제내5일반산업단지 조성부지 내 유적 발굴조사보고서,경주 제내5일반산업단지 조성부지 내 발굴조사,(재)서라벌문화재연구원,2017-11-23,경북,경주시, ,,,,
641,원주 영원산성2,원주 영원산성 3차 발굴조사,(재)강원고고문화연구원,2017-11-24,강원,원주시, ,,,,
642,김해 농소리유적,김해 국도대체우회도로(무계-삼계) 건설구간 내 유적,(재)해동문화재연구원,2017-11-24,경남,김해시, ,,,,
643,아산 법곡동유적,아산 법곡 2차 공동주택부지 내 유적,(재)가경고고학연구소,2017-11-24,충남,아산시, ,,,,
644,경주 구어리·입실리 유적,"경주 울산-포항 복선전철 제2공구(구어리,입실리 구역) 내 유적",(재)가야문물연구원,2017-11-27,경북,경주시, ,,,,
645,용인 할미산성(Ⅳ),용인 할미산성 3차 발굴조사,(재)한국문화유산연구원,2017-11-27,경기,용인시, ,,,,
646,전주 반월동 244-3번지 유적,전주 반월동 OO아파트 신축공사부지 내 유적,(재)전북문화재연구원,2017-11-27,전북,전주시, ,,,,
647,울산 용연동 유적,울산 남구 용연동 154kv 성암개폐소 토건공사부지 내 유적,(재)가람문화재연구원,2017-11-27,울산,남구, ,,,,
648,김천 국사리 산2-1번지 공장신축부지내 金泉 國士里 山2-1番地 遺蹟,김천 국사리 산2-1번지 공장신축부지 내 유적,(재)세종문화재연구원,2017-11-28,경북,김천시, ,,,,
649,용인 하갈동유적,용인 하갈동 공동주택부지 내 유적,(재)동북아문화재연구원,2017-11-28,경기,용인시, ,,,,
650,용인 마북동 342-2번지 유적,용인 마북동 공동주택 신축부지,(재)한국문화유산연구원,2017-11-29,경기,용인시, ,,,,
651,흥덕구 송절동 제1종근린생활시설 부지 내 청주 송절동 산35-18번지 유적,청주 송절동 산35-18번지외 3필지 제1종근린생활시설 부지 내 유적,(재)호서문화유산연구원,2017-11-29,충북,청주시, ,,,,
652,경주시 북부동 116-3번지 유적,경주시 평생학습 및 가족센터 건립공사부지 내 유적,(재)화랑문화재연구원,2017-11-29,경북,경주시, ,,,,
653,문경 당포리 조선시대 생산유적,문경 지역연계도로(단산터널 접속도로) 개설공사 부지 내 유적,(재)성림문화재연구원,2017-11-29,경북,문경시, ,,,,
654,경산 점촌동 35-1번지 유적,경산시 점촌동 35-1번지 단독주택신축부지내 문화재 정밀발굴조사,(재)한국문화재연구원,2017-11-29,경북,경산시, ,,,,
655,부안 우금산성,부안 우금산성(도기념물 제20호) 발굴조사,(재)전북문화재연구원,2017-11-29,전북,부안군, ,,,,
656,울진 읍내리 고려시대 생산유적,울진군 울진읍 생활체육공원 조성부지 내 문화재 시굴조사,(재)성림문화재연구원,2017-11-29,경북,울진군, ,,,,
657,"평창 후평리, 방림리, 주진리유적","국도31호선 영월-방림(1) 도로건설공사 구간(후평리,주진리) 내 유적 발굴조사",(재)강원고고문화연구원,2017-11-30,강원,평창군, ,,,,
658,예산 사동리유적,예산 내포보부상촌 조성사업부지 내 유적,(재)충청남도역사문화연구원,2017-11-30,충남,예산군, ,,,,
659,대구 달서구 상인동 1453-10번지 건물신축부지 내 大邱 上仁洞 1453-10番地 遺蹟,대구시 달서구 상인동 1453-10번지 문화유적 발굴조사,(재)홍익문화재연구원,2017-11-30,대구,달서구, ,,,,
660,완주 배매산성 학술발굴조사,완주 용암리(772번지) 배매산성 정비사업부지 내 유적,(재)전라문화유산연구원,2017-11-30,전북,완주군, ,,,,
661,칠곡 관호산성Ⅰ,칠곡 관호산성공원 조성부지 내 유적,(재)한빛문화재연구원,2017-12-01,경북,칠곡군, ,,,,
662,거제 아주동 1540-1번지 유적,거제 아주동 공동주택 건설부지내 유적,(재)우리문화재연구원,2017-12-01,경남,거제시, ,,,,
663,신안 흑산 진리 지석묘군,신안 흑산도 진리 지석묘,(재)동북아지석묘연구소,2017-12-01,전남,신안군, ,,,,
664,양평 대석리 지석묘군 시굴조사 보고서,양평 대석리 지석묘군 유적,(재)서울문화유산연구원,2017-12-01,경기,양평군, ,,,,
665,무안 목서리 대곡유적,무안 영산강 3-1공구 대단위농업종합개발사업지구 내 유적,(재)동북아지석묘연구소,2017-12-01,전남,무안군, ,,,,
666,함안읍성,함안 봉성리 근린생활시설 신축부지 내 유적,(재)우리문화재연구원,2017-12-01,경남,함안군, ,,,,
667,대전 대동 22-6번지 유적,금강하류 대동제 등 4개소 하천정비사업부지 내 유적,(재)한빛문화재연구원,2017-12-01,대전,유성구, ,,,,
668,통영 한산도 망산 별망봉수대,통영 한산도 망산봉수대 학술발굴,(재)경상문화재연구원,2017-12-01,경남,통영시, ,,,,
669,거제 지세포리 유적,거제 지세포 코아루 아파트 조성부지내 유적,(재)한반도문화재연구원,2017-12-04,경남,거제시, ,,,,
670,익산 평장리A 유적,금강(2)지구 익산2-2공구내 문화재 2차 시굴 및 표본조사,전주대학교박물관,2017-12-04,전북,익산시,전라북도 익산시 왕궁면 평장리 산 94 ,1330,2015년04월15일~2015년12월11일,"고분,기타","삼국,삼국"
671,원주 흥법사지Ⅰ,원주 흥법사지 문화재 발굴(시굴)조사,(재)강원문화재연구소,2017-12-05,강원,원주시,강원도 원주시 지정면 안창리 517-2 ,2478,2015년08월24일~2015년12월06일,기타,통일신라/발해
672,용인 보정동 1019-228번지 유적,용인 보정동 1019-228번지 일원 근린생활시설부지 내 유적,(재)한국문화유산연구원,2017-12-05,경기,용인시, ,,,,
673,김해 퇴래리 875번지 유적,김해 퇴래리 공장신축부지 내 유적,(재)강산문화연구원,2017-12-05,경남,김해시,경상남도 김해시 한림면 장방리 875 ,467,2015년12월07일~2015년12월09일,기타,삼국
674,파주 혜음원지,파주 혜음원지 제8차 학술발굴조사,(재)한백문화재연구원,2017-12-07,경기,파주시,경기도 파주시 광탄면 용미리 234-1 ,7357,2013년03월11일~2013년07월25일,사지,고려
675,居昌 松亭里遺蹟,거창 송정지구 도시개발사업 부지 내,(재)부경문물연구원,2017-12-07,경남,거창군,경상남도 거창군 강남로1길 196-6 (거창읍) ,58280,2014년03월21일~2015년12월08일,"기타,고분,기타","신석기,삼국,고려"
676,파주 혜음원지,파주 혜음원지 9차 발굴조사,(재)한백문화재연구원,2017-12-07,경기,파주시,경기도 파주시 장지산로31번길 55 (광탄면) ,5083,2014년04월24일~2014년12월23일,사지,고려
677,예천 삼강리 구석기.삼국시대 유적,예천 녹색문화 상생밸트(생태문화체험 개발) 조성부지 유적,(재)동국문화재연구원,2017-12-07,경북,예천군,경상북도 예천군 풍양면 삼강리 169-1 ,7300,2015년06월04일~2015년12월08일,기타,삼국
678,안동 수하동 유적,중앙선 도담-영천 복선전철 6공구 부지 내 유적,동양대학교박물관,2017-12-07,경북,안동시,"경상북도 안동시 호암길 16-8 (송현동, 829번지) ",1200,2015년09월07일~2015년09월23일,기타,조선
679,충주 완오리 유적,"충주 완오리 산144-2, 144-20번지 단독주택 신축부지 내 유적",(재)한국선사문화연구원,2017-12-07,충북,충주시,충청북도 충주시 대소원면 완오리 144-2 ,4070,2015년10월16일~2015년12월09일,기타,고려
680,아산 기산동 산성,아산 기산동 창고시설 부지 내 유적 문화재 발굴(시굴)조사,(재)동방문화재연구원,2017-12-07,충남,아산시,충청남도 아산시 신정로327번길 42 (기산동) ,11070,2015년08월12일~2015년12월08일,기타,통일신라/발해
681,파주 혜음원지,파주 혜음원지 10차 발굴조사,(재)한백문화재연구원,2017-12-07,경기,파주시,경기도 파주시 장지산로31번길 55 (광탄면) ,6733,2015년10월05일~2015년12월08일,사지,고려
682,고덕국제화계획지구 택지개발사업(1단계 1공구)내 평택 여염리유적,고덕국제화계획지구 택지개발사업(1단계 1공구),(재)중앙문화재연구원,2017-12-08,경기,평택시,경기도 평택시 방죽말길 117 (고덕면) ,22343,2013년06월03일~2015년12월11일,"기타,기타","구석기/중석기,청동기"
683,창녕 교동과 송현동고분군 제Ⅲ군 1-1호분·8호분,"창녕 교동과 송현동고분 정비사업부지 내(1호,8호분) 유적",(재)경남연구원 역사문화센터,2017-12-08,경남,창녕군,경상남도 창녕군 창녕읍 송현리 108 ,450,2015년10월05일~2015년12월11일,고분,삼국
684,김해 생철리 61-4번지 유적,김해 생철리 주택신축부지 내 유적,(재)한반도문화재연구원,2017-12-08,경남,김해시,경상남도 김해시 생림면 생철리 61-4 ,477,2015년12월01일~2015년12월10일,기타,삼국
